,상호명,상권업종중분류명,상권업종소분류명,도로명주소,역명,거리,카카오url,역,검색어
1967,떼루와,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 국회대로74길 20,9호선 국회의사당,367.0231681014395,https://place.map.kakao.com/438124099,국회의사당,국회의사당역 떼루와
1968,뉴욕핫도그앤커피,커피점/카페,커피전문점/카페/다방,서울특별시 송파구 올림픽로12길 35-1,9호선 종합운동장,781.3223251066731,https://place.map.kakao.com/12513208,종합운동장,종합운동장역 뉴욕핫도그앤커피
1969,카페노킹온,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 등촌로39길 56,9호선 등촌,590.2508637972221,https://place.map.kakao.com/1347800145,등촌,등촌역 카페노킹온
1970,샤론,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 초원로 72,9호선 신방화,285.3120450163758,https://place.map.kakao.com/2143402262,신방화,신방화역 샤론
1971,쥬씨영일고점,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 등촌로 173,9호선 등촌,480.5986769173864,https://place.map.kakao.com/2130332986,등촌,등촌역 쥬씨영일고점
1972,쥬씨증미역점,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 양천로 556,9호선 증미,97.57892252307985,https://place.map.kakao.com/1116323428,증미,증미역 쥬씨증미역점
1973,쥬씨등촌역점,커피점/카페,커피전문점/카페/다방,서울특별시 양천구 공항대로 562,9호선 등촌,335.92912779920823,https://place.map.kakao.com/1116323428,등촌,등촌역 쥬씨등촌역점
1974,라떼엔퐁당,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 공항대로53가길 42,9호선 증미,342.65248139883215,https://place.map.kakao.com/25503281,증미,증미역 라떼엔퐁당
1975,파크커피숍,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 양평로 136,9호선 선유도,160.19911346193388,https://place.map.kakao.com/976548045,선유도,선유도역 파크커피숍
1976,파스쿠찌,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 강서로56길 17,9호선 양천향교,581.0968314512436,https://place.map.kakao.com/1836979978,양천향교,양천향교역 파스쿠찌
1977,MAMAS,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 논현로85길 7,9호선 언주,635.4495939147423,https://place.map.kakao.com/18129119,언주,언주역 MAMAS
1978,떼루와떼루와반포점,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 사평대로 58,9호선 구반포,574.5257949085105,https://place.map.kakao.com/909939477,구반포,구반포역 떼루와떼루와반포점
1979,미스터브리즈커피,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 학동로38길 34,9호선 언주,354.2453466302561,https://place.map.kakao.com/21298407,언주,언주역 미스터브리즈커피
1980,샌프란시스코,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 봉은사로 422,9호선 삼성중앙,252.85467793277348,https://place.map.kakao.com/1442199086,삼성중앙,삼성중앙역 샌프란시스코
1981,제일커피,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 마곡중앙로 161-11,9호선 마곡나루,112.15937583342269,https://place.map.kakao.com/1579483231,마곡나루,마곡나루역 제일커피
1982,스타벅스,커피점/카페,커피전문점/카페/다방,서울특별시 송파구 백제고분로 69,9호선 종합운동장,247.1199961364125,https://place.map.kakao.com/7961930,종합운동장,종합운동장역 스타벅스
1983,이디야커피,커피점/카페,커피전문점/카페/다방,서울특별시 양천구 목동중앙북로 38,9호선 등촌,309.66401297456906,https://place.map.kakao.com/2034650012,등촌,등촌역 이디야커피
1984,놀숲,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 마곡중앙6로 93,9호선 양천향교,663.2178709954151,https://place.map.kakao.com/716146150,양천향교,양천향교역 놀숲
1985,팔이커피,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 학동로38길 48,9호선 언주,292.0256359020251,https://place.map.kakao.com/1972377965,언주,언주역 팔이커피
1986,그린비,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 테헤란로53길 57-17,9호선 선정릉,322.22635135747777,https://place.map.kakao.com/21441952,선정릉,선정릉역 그린비
1987,스타벅스,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 방배중앙로 162,9호선 구반포,552.125735501544,https://place.map.kakao.com/27346318,구반포,구반포역 스타벅스
1988,빽다방,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 신반포로 176,9호선 고속터미널,286.16221643437234,https://place.map.kakao.com/26808564,고속터미널,고속터미널역 빽다방
1989,너와내가미소,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 등촌로51길 29,9호선 등촌,367.9344730344433,https://place.map.kakao.com/1645280231,등촌,등촌역 너와내가미소
1990,슈퍼문,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 마곡중앙8로 86,9호선 양천향교,686.426978543131,https://place.map.kakao.com/212884528,양천향교,양천향교역 슈퍼문
1991,스타벅스코엑스사거리점,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 영동대로 616,9호선 봉은사,336.19272689937316,https://place.map.kakao.com/17884741,봉은사,봉은사역 스타벅스코엑스사거리점
1992,보드게임까페오즈,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 봉은사로2길 13,9호선 신논현,111.11933389595106,https://place.map.kakao.com/22550483,신논현,신논현역 보드게임까페오즈
1993,커피빈코리아선릉로93길점,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 선릉로93길 6,9호선 삼성중앙,404.72460987442076,https://place.map.kakao.com/17101537,삼성중앙,삼성중앙역 커피빈코리아선릉로93길점
1994,더벤티,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 강서로 378,9호선 양천향교,661.8860631929388,https://place.map.kakao.com/1555237730,양천향교,양천향교역 더벤티
1995,커피빈,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 마곡동로 55,9호선 마곡나루,781.5637755195443,https://place.map.kakao.com/1626426009,마곡나루,마곡나루역 커피빈
1996,스위트몬스터,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 강남대로 465,9호선 신논현,117.80973129610928,https://place.map.kakao.com/27332783,신논현,신논현역 스위트몬스터
1997,달콤커피서래마을점,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 사평대로26길 26-7,9호선 신반포,366.7770004365132,https://place.map.kakao.com/563416656,신반포,신반포역 달콤커피서래마을점
1998,셜록홈즈잠실점,커피점/카페,커피전문점/카페/다방,서울특별시 송파구 백제고분로7길 19,9호선 종합운동장,452.5248231059446,https://place.map.kakao.com/2044407365,종합운동장,종합운동장역 셜록홈즈잠실점
1999,제너러스커피,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 공항대로 518,9호선 등촌,129.47338969814484,https://place.map.kakao.com/361247886,등촌,등촌역 제너러스커피
2000,토즈모임센터신천점,커피점/카페,커피전문점/카페/다방,서울특별시 송파구 올림픽로 92,9호선 종합운동장,436.78002780872885,https://place.map.kakao.com/13327691,종합운동장,종합운동장역 토즈모임센터신천점
2001,이디야커피,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 의사당대로 110,9호선 여의도,233.03564141455692,https://place.map.kakao.com/889213591,여의도,여의도역 이디야커피
2002,토프레소양평동사거리점,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 양평로12가길 2,9호선 당산,223.11271761580025,https://place.map.kakao.com/19699642,당산,당산역 토프레소양평동사거리점
2003,씨벨커피,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 논현로136길 26,9호선 언주,637.3505887341489,https://place.map.kakao.com/1681708938,언주,언주역 씨벨커피
2004,파스쿠찌,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 테헤란로 333,9호선 삼성중앙,468.2065666493399,https://place.map.kakao.com/27025992,삼성중앙,삼성중앙역 파스쿠찌
2005,스타벅스,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 국회대로62길 25,9호선 국회의사당,115.62895596276265,https://place.map.kakao.com/22547052,국회의사당,국회의사당역 스타벅스
2006,빙빙,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 강남대로122길 30-10,9호선 신논현,219.99137380131333,https://place.map.kakao.com/16987609,신논현,신논현역 빙빙
2007,아야커피,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 언주로94길 11,9호선 선정릉,432.3888458742313,https://place.map.kakao.com/266207954,선정릉,선정릉역 아야커피
2008,할리스커피,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 양천로 583,9호선 증미,307.846111793991,https://place.map.kakao.com/23492495,증미,증미역 할리스커피
2009,이디야커피,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 선릉로 577,9호선 선정릉,64.0855014832663,https://place.map.kakao.com/555820689,선정릉,선정릉역 이디야커피
2010,별별상회,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 강남대로102길 20,9호선 신논현,296.73457512763287,https://place.map.kakao.com/1612787942,신논현,신논현역 별별상회
2011,팔공티롯데슈퍼,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 방화대로34길 83,9호선 신방화,589.4932295093979,https://place.map.kakao.com/49050456,신방화,신방화역 팔공티롯데슈퍼
2012,NY커피아울렛논현점,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 언주로 626,9호선 언주,395.1016072387843,https://place.map.kakao.com/26338066,언주,언주역 NY커피아울렛논현점
2013,할리스커피,커피점/카페,커피전문점/카페/다방,서울특별시 송파구 백제고분로 109,9호선 종합운동장,438.55011506781517,https://place.map.kakao.com/13057629,종합운동장,종합운동장역 할리스커피
2014,카페8월,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 강남대로79길 34,9호선 신논현,300.68995859484903,https://place.map.kakao.com/1492157077,신논현,신논현역 카페8월
2015,은하수,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 양평로21길 3,9호선 선유도,96.09443785146706,https://place.map.kakao.com/15856424,선유도,선유도역 은하수
2016,빽다방반포고투몰2호점,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 신반포로 200,9호선 고속터미널,97.16827426369579,https://place.map.kakao.com/27393443,고속터미널,고속터미널역 빽다방반포고투몰2호점
2017,커피브라더,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 언주로99길 21-3,9호선 언주,570.390034087435,https://place.map.kakao.com/1909394228,언주,언주역 커피브라더
2018,에이바우트커피,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 선유로 254,9호선 선유도,418.47308109480133,https://place.map.kakao.com/1634029454,선유도,선유도역 에이바우트커피
2019,커피빈,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 서초중앙로 209,9호선 사평,508.9799014725184,https://place.map.kakao.com/820497172,사평,사평역 커피빈
2020,라온카페앤칵테일,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 사평대로57길 45,9호선 신논현,301.03340980742746,https://place.map.kakao.com/1443045998,신논현,신논현역 라온카페앤칵테일
2021,커피정원,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 삼성로103길 12,9호선 삼성중앙,542.3812843436036,https://place.map.kakao.com/1629813149,삼성중앙,삼성중앙역 커피정원
2022,엘카페커피로스터스,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 양평로21나길 7,9호선 선유도,251.95533406212684,https://place.map.kakao.com/13582387,선유도,선유도역 엘카페커피로스터스
2023,언택트카페무,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 강남대로120길 61,9호선 신논현,423.52222584515977,https://place.map.kakao.com/583286569,신논현,신논현역 언택트카페무
2024,카페리빈,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 논현로106길 31,9호선 언주,301.7727589701203,https://place.map.kakao.com/1820465114,언주,언주역 카페리빈
2025,JS카페트,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 학동로 224,9호선 언주,477.56445669509765,https://place.map.kakao.com/12445612,언주,언주역 JS카페트
2026,커피사피엔스,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 마곡중앙5로 87,9호선 신방화,186.23772933662616,https://place.map.kakao.com/1738077011,신방화,신방화역 커피사피엔스
2027,카페이퍼스,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 언주로99길 10,9호선 선정릉,518.297359792151,https://place.map.kakao.com/27440570,선정릉,선정릉역 카페이퍼스
2028,브로스버블티,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 봉은사로 524,9호선 봉은사,688.6540458619189,https://place.map.kakao.com/2047872895,봉은사,봉은사역 브로스버블티
2029,오설록,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 강남대로 423,9호선 신논현,299.86548554757735,https://place.map.kakao.com/25831596,신논현,신논현역 오설록
2030,투썸플레이스,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 강남대로 438,9호선 신논현,245.48072777617713,https://place.map.kakao.com/27465316,신논현,신논현역 투썸플레이스
2031,인터랙트,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 강남대로118길 16,9호선 신논현,126.91837761652296,https://place.map.kakao.com/332630576,신논현,신논현역 인터랙트
2032,게이트4,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 방화동로 24,9호선 공항시장,73.60291215657831,https://place.map.kakao.com/24202556,공항시장,공항시장역 게이트4
2033,파브리끄,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 역삼로17길 64,9호선 언주,635.6753154037167,https://place.map.kakao.com/1722319539,언주,언주역 파브리끄
2034,사주타로,커피점/카페,사주카페,서울특별시 강남구 강남대로118길 56,9호선 신논현,321.74344463599,https://place.map.kakao.com/24205053,신논현,신논현역 사주타로
2035,우토포스,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 방배로39길 42-7,9호선 구반포,490.61018733238967,https://place.map.kakao.com/1836548966,구반포,구반포역 우토포스
2036,카페,커피점/카페,커피전문점/카페/다방,서울특별시 동작구 현충로 210,9호선 동작(현충원),284.9445780582364,https://place.map.kakao.com/19135161,동작,동작역 카페
2037,킹카페,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 여의대방로 379,9호선 샛강,143.55520420099933,https://place.map.kakao.com/632683015,샛강,샛강역 킹카페
2038,커피만,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 선릉로112길 31,9호선 선정릉,266.7830098344425,https://place.map.kakao.com/776318299,선정릉,선정릉역 커피만
2039,티랩차연구소,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 테헤란로 147,9호선 언주,470.3575859560406,https://place.map.kakao.com/684828702,언주,언주역 티랩차연구소
2040,타임유스터디카페,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 화곡로 420,9호선 가양,162.22058852060897,https://place.map.kakao.com/1837087971,가양,가양역 타임유스터디카페
2041,아마폴라델리선릉점,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 언주로 510,9호선 선정릉,459.0610254558184,https://place.map.kakao.com/13324869,선정릉,선정릉역 아마폴라델리선릉점
2042,미스터브리즈커피강서구청점,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 공항대로46길 66,9호선 가양,639.0887464370206,https://place.map.kakao.com/19010474,가양,가양역 미스터브리즈커피강서구청점
2043,애니웨어커피,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 63로 40,9호선 노량진,440.33610737599855,https://place.map.kakao.com/374911636,노량진,노량진역 애니웨어커피
2044,제로월드,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 서초대로73길 40,9호선 신논현,251.8219170584134,https://place.map.kakao.com/1345840219,신논현,신논현역 제로월드
2045,헤리스헤이스,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 마곡동로3길 26,9호선 마곡나루,554.6490429709467,https://place.map.kakao.com/2117253986,마곡나루,마곡나루역 헤리스헤이스
2046,역삼커피로스터스,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 테헤란로25길 20,9호선 언주,419.98909398571936,https://place.map.kakao.com/27310010,언주,언주역 역삼커피로스터스
2047,토프레소,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 학동로 157,9호선 신논현,668.037008924791,https://place.map.kakao.com/13313707,신논현,신논현역 토프레소
2048,씨제이투썸플레이스,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 강남대로65길 1,9호선 신논현,290.8035295037698,https://place.map.kakao.com/13064325,신논현,신논현역 씨제이투썸플레이스
2049,영인성,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 봉은사로7길 11,9호선 신논현,275.8487998304351,https://place.map.kakao.com/10649203,신논현,신논현역 영인성
2050,스무디킹,커피점/카페,생과일주스전문점,서울특별시 영등포구 여의서로 62,9호선 국회의사당,600.4611808050472,https://place.map.kakao.com/18285102,국회의사당,국회의사당역 스무디킹
2051,도화서가,커피점/카페,커피전문점/카페/다방,서울특별시 송파구 백제고분로9길 9,9호선 종합운동장,382.25996372900454,https://place.map.kakao.com/230868828,종합운동장,종합운동장역 도화서가
2052,투썸플레이스,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 의사당대로 110,9호선 여의도,233.03564141455692,https://place.map.kakao.com/8115422,여의도,여의도역 투썸플레이스
2053,카페7그람,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 테헤란로 333,9호선 삼성중앙,468.2065666493399,https://place.map.kakao.com/18310303,삼성중앙,삼성중앙역 카페7그람
2054,석가명차오운산고차,커피점/카페,전통찻집/인삼찻집,서울특별시 강남구 봉은사로 539,9호선 봉은사,468.4988668508098,https://place.map.kakao.com/1922453934,봉은사,봉은사역 석가명차오운산고차
2055,셜록홈즈,커피점/카페,커피전문점/카페/다방,서울특별시 송파구 백제고분로7길 31,9호선 종합운동장,614.6977150149851,https://place.map.kakao.com/324852385,종합운동장,종합운동장역 셜록홈즈
2056,이디야커피,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 까치산로 182,9호선 가양,561.6480321098321,https://place.map.kakao.com/376613001,가양,가양역 이디야커피
2057,매머드익스프레스,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 언주로85길 32,9호선 선정릉,740.4256503692018,https://place.map.kakao.com/1218578449,선정릉,선정릉역 매머드익스프레스
2058,프로포즈,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 봉은사로 217,9호선 언주,170.25643454533304,https://place.map.kakao.com/14563783,언주,언주역 프로포즈
2059,만랩커피여의도파이낸스,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 국제금융로2길 32,9호선 여의도,144.88472202412072,https://place.map.kakao.com/1684640768,여의도,여의도역 만랩커피여의도파이낸스
2060,터치카페마곡,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 마곡중앙로 161-11,9호선 마곡나루,112.15937583342269,https://place.map.kakao.com/564231410,마곡나루,마곡나루역 터치카페마곡
2061,폴바셋,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 국회대로68길 18,9호선 국회의사당,156.41922295520698,https://place.map.kakao.com/134825263,국회의사당,국회의사당역 폴바셋
2062,아르미안,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 화곡로55길 21,9호선 가양,851.9609631434398,https://place.map.kakao.com/84677400,가양,가양역 아르미안
2063,에드빗커피,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 봉은사로68길 41,9호선 삼성중앙,397.0050641254378,https://place.map.kakao.com/1756621821,삼성중앙,삼성중앙역 에드빗커피
2064,꾸꾸커피,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 논현로114길 18,9호선 언주,115.21315719924856,https://place.map.kakao.com/700508117,언주,언주역 꾸꾸커피
2065,커피시네마,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 선유로49길 32,9호선 선유도,94.95698595820944,https://place.map.kakao.com/773823964,선유도,선유도역 커피시네마
2066,24시무인셀프카페,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 화곡로68길 120,9호선 증미,157.18206401055332,https://place.map.kakao.com/1100071707,증미,증미역 24시무인셀프카페
2067,할리스커피,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 테헤란로 325,9호선 삼성중앙,533.974515167499,https://place.map.kakao.com/27606334,삼성중앙,삼성중앙역 할리스커피
2068,그라찌에,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 양평로21다길 22,9호선 선유도,314.661834002214,https://place.map.kakao.com/26940849,선유도,선유도역 그라찌에
2069,카페,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 사평대로26길 8,9호선 신반포,334.60267533368733,https://place.map.kakao.com/26965232,신반포,신반포역 카페
2070,커피블랙83도,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 여의대방로67길 8,9호선 샛강,178.12692499176026,https://place.map.kakao.com/820073083,샛강,샛강역 커피블랙83도
2071,투썸플레이스,커피점/카페,커피전문점/카페/다방,서울특별시 양천구 공항대로 630,9호선 염창,62.05822932086544,https://place.map.kakao.com/436082632,염창,염창역 투썸플레이스
2072,위드카페,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 공항대로48길 13,9호선 가양,529.3749471611893,https://place.map.kakao.com/1461842678,가양,가양역 위드카페
2073,이디야커피,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 강서로 511,9호선 양천향교,165.85412812222634,https://place.map.kakao.com/1699278988,양천향교,양천향교역 이디야커피
2074,카페포트,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 선릉로 545,9호선 선정릉,331.78065689848233,https://place.map.kakao.com/18828163,선정릉,선정릉역 카페포트
2075,달콤커피,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 논현로 513,9호선 언주,381.1159684111134,https://place.map.kakao.com/831266482,언주,언주역 달콤커피
2076,심포니오브,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 사평대로18길 38,9호선 신반포,397.0974710394737,https://place.map.kakao.com/1053792406,신반포,신반포역 심포니오브
2077,곰스603,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 논현로 613,9호선 언주,162.80146816339447,https://place.map.kakao.com/25720549,언주,언주역 곰스603
2078,백인대장카페,커피점/카페,커피전문점/카페/다방,서울특별시 양천구 목동동로 393,9호선 신목동,643.0101560212737,https://place.map.kakao.com/10271340,신목동,신목동역 백인대장카페
2079,cafe내자리,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 사평대로56길 7,9호선 신논현,187.29285994891342,https://place.map.kakao.com/25975746,신논현,신논현역 cafe내자리
2080,자이온,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 공항대로61길 10-11,9호선 등촌,150.5539178787316,https://place.map.kakao.com/206184132,등촌,등촌역 자이온
2081,마론커피,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 언주로 411,9호선 선정릉,746.3192889113292,https://place.map.kakao.com/1731022239,선정릉,선정릉역 마론커피
2082,선유슬로우,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 선유로53길 34-8,9호선 선유도,112.75161497048694,https://place.map.kakao.com/115607068,선유도,선유도역 선유슬로우
2083,블랙티드,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 강남대로 438,9호선 신논현,245.48072777617713,https://place.map.kakao.com/1107703529,신논현,신논현역 블랙티드
2084,카페넬비코로,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 공항대로38길 80,9호선 양천향교,789.9910281544181,https://place.map.kakao.com/173817054,양천향교,양천향교역 카페넬비코로
2085,헤리티지1919,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 의사당대로 1,9호선 국회의사당,437.9575707702649,https://place.map.kakao.com/1760623619,국회의사당,국회의사당역 헤리티지1919
2086,미스터리룸이스케이프,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 서초대로77길 37,9호선 신논현,241.83408096023774,https://place.map.kakao.com/27367643,신논현,신논현역 미스터리룸이스케이프
2087,커피빈,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 국회대로68길 17,9호선 국회의사당,198.43624467555352,https://place.map.kakao.com/26624129,국회의사당,국회의사당역 커피빈
2088,비앤시,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 언주로98길 14,9호선 선정릉,414.10501693920446,https://place.map.kakao.com/210435637,선정릉,선정릉역 비앤시
2089,카페봄날,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 언주로104길 6,9호선 선정릉,409.6474292707685,https://place.map.kakao.com/27501545,선정릉,선정릉역 카페봄날
2090,투썸플레이스,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 국제금융로 86,9호선 샛강,252.70763511549748,https://place.map.kakao.com/1523949934,샛강,샛강역 투썸플레이스
2091,블루미시티,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 봉은사로29길 21,9호선 언주,93.5161557682937,https://place.map.kakao.com/19634852,언주,언주역 블루미시티
2092,할리스커피,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 언주로 711,9호선 언주,650.4196633233918,https://place.map.kakao.com/12969107,언주,언주역 할리스커피
2093,카페봄,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 테헤란로43길 19,9호선 선정릉,418.1086258575541,https://place.map.kakao.com/1992321980,선정릉,선정릉역 카페봄
2094,카페카페,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 방배로33길 15,9호선 구반포,783.8179382744914,https://place.map.kakao.com/1442382250,구반포,구반포역 카페카페
2095,할리스커피,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 양평로 96,9호선 선유도,291.96312619273664,https://place.map.kakao.com/1306584702,선유도,선유도역 할리스커피
2096,EDIYACOFFEE,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 방배로 234,9호선 구반포,653.8185907159775,https://place.map.kakao.com/21544362,구반포,구반포역 EDIYACOFFEE
2097,랭스터디카페잠실새내점,커피점/카페,커피전문점/카페/다방,서울특별시 송파구 올림픽로8길 10,9호선 종합운동장,344.8342400885283,https://place.map.kakao.com/896805702,종합운동장,종합운동장역 랭스터디카페잠실새내점
2098,강아지정류장,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 양천로 709,9호선 염창,196.80980799850326,https://place.map.kakao.com/60371772,염창,염창역 강아지정류장
2099,에그탐탐,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 테헤란로 205,9호선 언주,603.70652396247,https://place.map.kakao.com/245586838,언주,언주역 에그탐탐
2100,컴포즈커피,커피점/카페,커피전문점/카페/다방,서울특별시 양천구 목동동로 379,9호선 신목동,760.4207531849452,https://place.map.kakao.com/1170428495,신목동,신목동역 컴포즈커피
2101,메쎄,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 논현로 536,9호선 언주,269.30161414702786,https://place.map.kakao.com/22103147,언주,언주역 메쎄
2102,이디야커피,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 의사당대로 22,9호선 국회의사당,84.60427455088451,https://place.map.kakao.com/1328022783,국회의사당,국회의사당역 이디야커피
2103,카페보라,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 양천로 376,9호선 양천향교,355.1067497947415,https://place.map.kakao.com/488963110,양천향교,양천향교역 카페보라
2104,카페,커피점/카페,커피전문점/카페/다방,서울특별시 동작구 노량진로 206,9호선 노들,379.86061971662735,https://place.map.kakao.com/429953280,노들,노들역 카페
2105,카페토스피아,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 양천로 623,9호선 등촌,358.3068753017757,https://place.map.kakao.com/1405856055,등촌,등촌역 카페토스피아
2106,빽다방,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 선릉로 567,9호선 선정릉,125.23373909147944,https://place.map.kakao.com/2079891847,선정릉,선정릉역 빽다방
2107,제주스전경련회관점,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 여의대로 24,9호선 여의도,346.62825184240165,https://place.map.kakao.com/667546797,여의도,여의도역 제주스전경련회관점
2108,플랜에이스터디카페,커피점/카페,커피전문점/카페/다방,서울특별시 양천구 목동중앙로 101,9호선 염창,662.0404842288542,https://place.map.kakao.com/1593435321,염창,염창역 플랜에이스터디카페
2109,에이원텔레콤,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 동광로 70,9호선 구반포,758.6181154163721,https://place.map.kakao.com/16960329,구반포,구반포역 에이원텔레콤
