,상호명,상권업종중분류명,상권업종소분류명,도로명주소,역명,거리,카카오url,역,검색어
1028,이디야커피,커피점/카페,커피전문점/카페/다방,서울특별시 구로구 개봉로3길 26,7호선 광명사거리,477.4080272860274,https://place.map.kakao.com/23556852,광명사거리,광명사거리역 이디야커피
1029,숲,커피점/카페,커피전문점/카페/다방,서울특별시 노원구 화랑로 556,7호선 먹골,1319.6619151871068,https://place.map.kakao.com/1003027186,먹골,먹골역 숲
1030,커피오터스,커피점/카페,커피전문점/카페/다방,서울특별시 중랑구 겸재로50길 15,7호선 면목,425.52829268002165,https://place.map.kakao.com/18521870,면목,면목역 커피오터스
1031,에이미스커피,커피점/카페,커피전문점/카페/다방,서울특별시 광진구 동일로20길 106,7호선 건대입구,59.82288409989462,https://place.map.kakao.com/1609773264,건대입구,건대입구역 에이미스커피
1032,247커피,커피점/카페,커피전문점/카페/다방,서울특별시 광진구 능동로6길 14,7호선 뚝섬유원지,249.14133970941242,https://place.map.kakao.com/1969655656,뚝섬유원지,뚝섬유원지역 247커피
1033,이디야커피,커피점/카페,커피전문점/카페/다방,서울특별시 동작구 여의대방로 194,7호선 보라매,346.49333197594126,https://place.map.kakao.com/26993662,보라매,보라매역 이디야커피
1034,자양다방,커피점/카페,커피전문점/카페/다방,서울특별시 광진구 뚝섬로 503,7호선 뚝섬유원지,299.3670509363016,https://place.map.kakao.com/1772084332,뚝섬유원지,뚝섬유원지역 자양다방
1035,다사랑다방,커피점/카페,커피전문점/카페/다방,서울특별시 동작구 여의대방로24가길 22,7호선 보라매,78.82703165858071,https://place.map.kakao.com/21424661,보라매,보라매역 다사랑다방
1036,더카페,커피점/카페,커피전문점/카페/다방,서울특별시 중랑구 면목천로 33,7호선 사가정,389.44703341975304,https://place.map.kakao.com/1618551124,사가정,사가정역 더카페
1037,로시망고,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 학동로97길 6,7호선 청담,442.2706707290703,https://place.map.kakao.com/21413793,청담,청담역 로시망고
1038,마이더스,커피점/카페,커피전문점/카페/다방,서울특별시 광진구 광나루로 386-3,7호선 어린이대공원(세종대),132.14413792578785,https://place.map.kakao.com/19574605,어린이대공원,어린이대공원역 마이더스
1039,카페메죠,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 신반포로49길 12,7호선 학동,150.93898727857191,https://place.map.kakao.com/12373669,학동,학동역 카페메죠
1040,카페보니또,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 사평대로55길 123,7호선 학동,195.8690865748978,https://place.map.kakao.com/21194552,학동,학동역 카페보니또
1041,스타벅스,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 도산대로 532,7호선 청담,354.0533889309407,https://place.map.kakao.com/17127063,청담,청담역 스타벅스
1042,시간이흘러,커피점/카페,커피전문점/카페/다방,서울특별시 중랑구 면목로31길 48,7호선 사가정,429.06476993504026,https://place.map.kakao.com/1751847609,사가정,사가정역 시간이흘러
1043,카페도담,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 신길로 119,7호선 신풍,216.90182964520224,https://place.map.kakao.com/2035438739,신풍,신풍역 카페도담
1044,카페지노,커피점/카페,커피전문점/카페/다방,서울특별시 중랑구 동일로129길 10,7호선 중화,146.566584519987,https://place.map.kakao.com/21527115,중화,중화역 카페지노
1045,랭스터디카페,커피점/카페,커피전문점/카페/다방,서울특별시 동작구 상도로 357,7호선 숭실대입구(살피재),96.52648574499102,https://place.map.kakao.com/812839131,숭실대입구,숭실대입구역 랭스터디카페
1046,네오베네하우스,커피점/카페,전통찻집/인삼찻집,서울특별시 구로구 천왕로 9,7호선 천왕,622.2241046137362,https://place.map.kakao.com/24812697,천왕,천왕역 네오베네하우스
1047,린도,커피점/카페,커피전문점/카페/다방,서울특별시 동작구 사당로 251,7호선 남성,442.66160364543975,https://place.map.kakao.com/2025356371,남성,남성역 린도
1048,까페렐리,커피점/카페,커피전문점/카페/다방,서울특별시 광진구 용마산로16길 5,7호선 중곡,443.21950863361747,https://place.map.kakao.com/16588905,중곡,중곡역 까페렐리
1049,테라하우스,커피점/카페,커피전문점/카페/다방,서울특별시 구로구 개봉로3길 87,7호선 광명사거리,606.8066145120479,https://place.map.kakao.com/995402415,광명사거리,광명사거리역 테라하우스
1050,스타벅스,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 삼성로 646,7호선 청담,137.3981046839604,https://place.map.kakao.com/17127063,청담,청담역 스타벅스
1051,애견카페,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 강남대로 525-3,7호선 학동,161.63770991621138,https://place.map.kakao.com/1317042972,학동,학동역 애견카페
1052,할리스커피화양점,커피점/카페,커피전문점/카페/다방,서울특별시 광진구 능동로 159,7호선 어린이대공원(세종대),204.75572703010585,https://place.map.kakao.com/8143357,어린이대공원,어린이대공원역 할리스커피화양점
1053,카페제이,커피점/카페,커피전문점/카페/다방,서울특별시 중랑구 면목로 245,7호선 용마산,234.40156902083112,https://place.map.kakao.com/508797207,용마산,용마산역 카페제이
1054,알틴,커피점/카페,커피전문점/카페/다방,서울특별시 광진구 능동로 420-1,7호선 중곡,83.21102626627284,https://place.map.kakao.com/1605351373,중곡,중곡역 알틴
1055,울랄라,커피점/카페,커피전문점/카페/다방,서울특별시 광진구 광나루로24길 13,7호선 어린이대공원(세종대),295.719048938991,https://place.map.kakao.com/517418173,어린이대공원,어린이대공원역 울랄라
1056,달콤,커피점/카페,커피전문점/카페/다방,서울특별시 노원구 공릉로27길 10,7호선 태릉입구,398.70768117297945,https://place.map.kakao.com/362201941,태릉입구,태릉입구역 달콤
1057,카페사월,커피점/카페,커피전문점/카페/다방,서울특별시 구로구 부일로15길 16,7호선 천왕,738.7112972558205,https://place.map.kakao.com/1521767127,천왕,천왕역 카페사월
1058,카페세컨드홈,커피점/카페,커피전문점/카페/다방,서울특별시 동작구 장승배기로10길 100,7호선 상도,471.0794019677986,https://place.map.kakao.com/24975782,상도,상도역 카페세컨드홈
1059,할리스,커피점/카페,커피전문점/카페/다방,서울특별시 광진구 아차산로 235,7호선 건대입구,48.29183641048647,https://place.map.kakao.com/12508558,건대입구,건대입구역 할리스
1060,활짝핀,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 도림로59길 4-1,7호선 신풍,731.5356597891638,https://place.map.kakao.com/864254714,신풍,신풍역 활짝핀
1061,투썸플레이스,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 강남대로 578,7호선 학동,172.88220931796937,https://place.map.kakao.com/12118840,학동,학동역 투썸플레이스
1062,스카이,커피점/카페,커피전문점/카페/다방,서울특별시 광진구 군자로 127,7호선 어린이대공원(세종대),440.40029843908513,https://place.map.kakao.com/1194487940,어린이대공원,어린이대공원역 스카이
1063,테이큰,커피점/카페,커피전문점/카페/다방,서울특별시 광진구 능동로16길 51,7호선 어린이대공원(세종대),240.16795063757968,https://place.map.kakao.com/1482453353,어린이대공원,어린이대공원역 테이큰
1064,세시봉7080,커피점/카페,커피전문점/카페/다방,서울특별시 노원구 동일로 1382,7호선 노원,138.89652601125272,https://place.map.kakao.com/1846905391,노원,노원역 세시봉7080
1065,벨롱에스프레소,커피점/카페,커피전문점/카페/다방,서울특별시 광진구 아차산로39길 37,7호선 어린이대공원(세종대),582.1693047237809,https://place.map.kakao.com/25693014,어린이대공원,어린이대공원역 벨롱에스프레소
1066,카페힐,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 신반포로45길 23,7호선 학동,372.710814103002,https://place.map.kakao.com/26889467,학동,학동역 카페힐
1067,카페하랑,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 가마산로89길 7,7호선 보라매,393.34858555220114,https://place.map.kakao.com/1466108122,보라매,보라매역 카페하랑
1068,카페4776,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 대림로34바길 18,7호선 대림(구로구청),651.553206009502,https://place.map.kakao.com/27360568,대림,대림역 카페4776
1069,이디야커피,커피점/카페,커피전문점/카페/다방,서울특별시 노원구 노원로22길 34,7호선 중계,875.6440603294682,https://place.map.kakao.com/27501503,중계,중계역 이디야커피
1070,그린,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 도산대로78길 15,7호선 청담,616.293410609953,https://place.map.kakao.com/27578159,청담,청담역 그린
1071,카페트렌디,커피점/카페,커피전문점/카페/다방,서울특별시 구로구 천왕로 106,7호선 천왕,31.03534231601428,https://place.map.kakao.com/1207993040,천왕,천왕역 카페트렌디
1072,토프레소,커피점/카페,커피전문점/카페/다방,서울특별시 구로구 서해안로 2217,7호선 천왕,641.7087468433863,https://place.map.kakao.com/14840168,천왕,천왕역 토프레소
1073,커피인더스터디,커피점/카페,커피전문점/카페/다방,서울특별시 동작구 만양로3길 20,7호선 상도,412.35297114888186,https://place.map.kakao.com/16768747,상도,상도역 커피인더스터디
1074,라비다커피,커피점/카페,커피전문점/카페/다방,서울특별시 노원구 화랑로51길 34,7호선 먹골,1581.7447219826388,https://place.map.kakao.com/25575750,먹골,먹골역 라비다커피
1075,쥬스로,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 영동대로137길 3,7호선 청담,406.5150937731112,https://place.map.kakao.com/1975284767,청담,청담역 쥬스로
1076,카페브론즈,커피점/카페,커피전문점/카페/다방,서울특별시 광진구 능동로16길 29,7호선 어린이대공원(세종대),174.10677656263414,https://place.map.kakao.com/733179174,어린이대공원,어린이대공원역 카페브론즈
1077,탐앤탐스,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 도산대로89길 3,7호선 청담,447.85975625504494,https://place.map.kakao.com/20613466,청담,청담역 탐앤탐스
1078,커피마마,커피점/카페,커피전문점/카페/다방,서울특별시 중랑구 사가정로53길 39,7호선 면목,491.31562809524553,https://place.map.kakao.com/16501586,면목,면목역 커피마마
1079,쥬씨,커피점/카페,커피전문점/카페/다방,서울특별시 광진구 군자로 111,7호선 어린이대공원(세종대),440.4466219904799,https://place.map.kakao.com/27179440,어린이대공원,어린이대공원역 쥬씨
1080,커피향기,커피점/카페,커피전문점/카페/다방,서울특별시 동작구 동작대로21길 36,7호선 총신대입구(이수),153.81924979751162,https://place.map.kakao.com/1344224352,총신대입구,총신대입구역 커피향기
1081,바리스타하우스,커피점/카페,커피전문점/카페/다방,서울특별시 노원구 동일로 1393,7호선 노원,51.91276970343933,https://place.map.kakao.com/1461555681,노원,노원역 바리스타하우스
1082,스타벅스숭실대점,커피점/카페,커피전문점/카페/다방,서울특별시 동작구 사당로 4,7호선 숭실대입구(살피재),93.3624312329068,https://place.map.kakao.com/10538394,숭실대입구,숭실대입구역 스타벅스숭실대점
1083,이레식당,한식,한식/백반/한정식,서울특별시 동작구 성대로31길 71,7호선 장승배기,252.07001757660458,https://place.map.kakao.com/16821812,장승배기,장승배기역 이레식당
1084,피자스쿨,패스트푸드,피자전문,서울특별시 영등포구 대림로 247,7호선 대림(구로구청),655.8252776088427,https://place.map.kakao.com/16300615,대림,대림역 피자스쿨
1085,초밥&참치전문점연,일식/수산물,참치전문점,서울특별시 광진구 능동로 179,7호선 어린이대공원(세종대),59.20379572874111,https://place.map.kakao.com/21086077,어린이대공원,어린이대공원역 초밥&참치전문점연
1086,동대문닭한마리칼국수,한식,한식/백반/한정식,서울특별시 노원구 공릉로38길 8-9,7호선 태릉입구,581.7461068655742,https://place.map.kakao.com/15823847,태릉입구,태릉입구역 동대문닭한마리칼국수
1087,그린분식,분식,라면김밥분식,서울특별시 영등포구 도림로 223,7호선 신풍,578.341858430812,https://place.map.kakao.com/16561932,신풍,신풍역 그린분식
1088,고개호프,유흥주점,호프/맥주,서울특별시 구로구 구로동로 31,7호선 남구로,182.77155807132428,https://place.map.kakao.com/255220684,남구로,남구로역 고개호프
1089,미스터피자,패스트푸드,피자전문,서울특별시 중랑구 동일로 808,7호선 중화,65.16737675943135,https://place.map.kakao.com/7882457,중화,중화역 미스터피자
1090,서울떡집,제과제빵떡케익,떡전문,서울특별시 중랑구 숙선옹주로 17,7호선 먹골,305.71760204240434,https://place.map.kakao.com/19970025,먹골,먹골역 서울떡집
1091,눈물떡볶이,분식,떡볶이전문,서울특별시 광진구 자양번영로11길 4,7호선 어린이대공원(세종대),736.4319398488988,https://place.map.kakao.com/1584984972,어린이대공원,어린이대공원역 눈물떡볶이
1092,김밥친구,분식,라면김밥분식,서울특별시 관악구 보라매로5길 5,7호선 신대방삼거리,568.124740666118,https://place.map.kakao.com/24725855,신대방삼거리,신대방삼거리역 김밥친구
1093,엘리,제과제빵떡케익,제과점,서울특별시 광진구 군자로13길 11,7호선 어린이대공원(세종대),458.88063107257216,https://place.map.kakao.com/25550030,어린이대공원,어린이대공원역 엘리
1094,배스킨라빈스공릉점,패스트푸드,아이스크림판매,서울특별시 노원구 공릉로 198,7호선 공릉(서울과학기술대),647.0795463649861,https://place.map.kakao.com/19153143,공릉,공릉역 배스킨라빈스공릉점
1095,강씨네아천칡냉면,한식,냉면집,서울특별시 중랑구 겸재로35길 13,7호선 면목,171.21361373665837,https://place.map.kakao.com/961713477,면목,면목역 강씨네아천칡냉면
1096,겨울나그네,양식,정통양식/경양식,서울특별시 광진구 군자로 8-4,7호선 어린이대공원(세종대),288.49858181769383,https://place.map.kakao.com/8790206,어린이대공원,어린이대공원역 겨울나그네
1097,강고집즉석바지락칼국수,분식,국수/만두/칼국수,서울특별시 노원구 공릉로38길 8-9,7호선 태릉입구,581.7461068655742,https://place.map.kakao.com/20741840,태릉입구,태릉입구역 강고집즉석바지락칼국수
1098,산채가,한식,한식/백반/한정식,서울특별시 중랑구 동일로157길 30,7호선 먹골,202.60197059656159,https://place.map.kakao.com/18078435,먹골,먹골역 산채가
1099,파란파랑,한식,한식/백반/한정식,서울특별시 노원구 동일로217길 58,7호선 노원,318.39479251732223,https://place.map.kakao.com/27502444,노원,노원역 파란파랑
1100,전주백반,한식,한식/백반/한정식,서울특별시 노원구 동일로173가길 101,7호선 공릉(서울과학기술대),223.24043997685183,https://place.map.kakao.com/16329348,공릉,공릉역 전주백반
1101,영우,패스트푸드,패스트푸드,서울특별시 광진구 능동로 90,7호선 건대입구,248.69563007238057,https://place.map.kakao.com/1027736111,건대입구,건대입구역 영우
1102,고향산천,유흥주점,호프/맥주,서울특별시 광진구 능동로19길 15,7호선 어린이대공원(세종대),117.26989101659308,https://place.map.kakao.com/23491675,어린이대공원,어린이대공원역 고향산천
1103,돌핀스양념통닭,닭/오리요리,후라이드/양념치킨,서울특별시 구로구 디지털로27길 89,7호선 남구로,235.00487764915658,https://place.map.kakao.com/12042442,남구로,남구로역 돌핀스양념통닭
1104,기꾸참치,일식/수산물,참치전문점,서울특별시 동작구 만양로 19,7호선 상도,287.22874492280056,https://place.map.kakao.com/16421350,상도,상도역 기꾸참치
1105,커피빈,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 압구정로 461,7호선 청담,675.120537839446,https://place.map.kakao.com/8103501,청담,청담역 커피빈
1106,토마토,양식,정통양식/경양식,서울특별시 광진구 능동로 163,7호선 어린이대공원(세종대),163.33591464245862,https://place.map.kakao.com/11838777,어린이대공원,어린이대공원역 토마토
1107,신대방부대고기,한식,한식/백반/한정식,서울특별시 동작구 국사봉2길 22,7호선 신대방삼거리,136.77637053396762,https://place.map.kakao.com/16909897,신대방삼거리,신대방삼거리역 신대방부대고기
1108,까르보네,유흥주점,호프/맥주,서울특별시 중랑구 면목로48길 16,7호선 면목,527.0834933522113,https://place.map.kakao.com/19696673,면목,면목역 까르보네
1109,신전떡볶이먹골역점,분식,떡볶이전문,서울특별시 중랑구 공릉로2길 26,7호선 먹골,200.08525367049995,https://place.map.kakao.com/27330042,먹골,먹골역 신전떡볶이먹골역점
1110,굽네치킨,닭/오리요리,후라이드/양념치킨,서울특별시 노원구 동일로173가길 69,7호선 공릉(서울과학기술대),304.6834877069677,https://place.map.kakao.com/8220672,공릉,공릉역 굽네치킨
1111,태능설렁탕,한식,설렁탕집,서울특별시 중랑구 공릉로 65,7호선 먹골,421.35394025985113,https://place.map.kakao.com/16047861,먹골,먹골역 태능설렁탕
1112,화통고깃집,한식,한식/백반/한정식,서울특별시 서초구 사평대로57길 72,7호선 학동,260.6615340882328,https://place.map.kakao.com/537925408,학동,학동역 화통고깃집
1113,산천칡냉면,한식,냉면집,서울특별시 동작구 사당로14가길 18,7호선 남성,25.38914320026793,https://place.map.kakao.com/10435803,남성,남성역 산천칡냉면
1114,소반,한식,한식/백반/한정식,서울특별시 강남구 강남대로128길 10,7호선 학동,176.4045472810629,https://place.map.kakao.com/9135104,학동,학동역 소반
1115,즉석우동,분식,우동전문점,서울특별시 중랑구 겸재로 205,7호선 면목,335.1910577633156,https://place.map.kakao.com/21327210,면목,면목역 즉석우동
1116,숯불닭바베큐,닭/오리요리,후라이드/양념치킨,서울특별시 영등포구 신풍로19길 12-3,7호선 보라매,392.75327494994593,https://place.map.kakao.com/16624760,보라매,보라매역 숯불닭바베큐
1117,커피빈,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 삼성로 716,7호선 청담,229.8489066049845,https://place.map.kakao.com/8103501,청담,청담역 커피빈
1118,육갑식당,한식,한식/백반/한정식,서울특별시 서초구 잠원로 46-3,7호선 반포,358.0005320806032,https://place.map.kakao.com/23612551,반포,반포역 육갑식당
1119,한솥,패스트푸드,도시락전문점,서울특별시 동작구 보라매로5길 23,7호선 보라매,593.1787560183047,https://place.map.kakao.com/18248664,보라매,보라매역 한솥
1120,을지로골뱅이,유흥주점,호프/맥주,서울특별시 노원구 동일로203가길 29,7호선 중계,207.35862533426632,https://place.map.kakao.com/13560270,중계,중계역 을지로골뱅이
1121,신의주찹쌀순대,별식/퓨전요리,순대전문점,서울특별시 동작구 상도로 219,7호선 장승배기,511.0686653441648,https://place.map.kakao.com/22764080,장승배기,장승배기역 신의주찹쌀순대
1122,양자강,중식,중국음식/중국집,서울특별시 서초구 나루터로4길 61,7호선 반포,203.413300851313,https://place.map.kakao.com/7997376,반포,반포역 양자강
1123,언약커피하우스,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 강남대로 546,7호선 학동,32.84004440194349,https://place.map.kakao.com/10060027,학동,학동역 언약커피하우스
1124,굳,유흥주점,룸살롱/단란주점,서울특별시 강남구 영동대로 721,7호선 청담,416.5450529638937,https://place.map.kakao.com/15902478,청담,청담역 굳
1125,미미네맛집,한식,한식/백반/한정식,서울특별시 광진구 용마산로 178,7호선 용마산,303.04584952175185,https://place.map.kakao.com/16935760,용마산,용마산역 미미네맛집
1126,고향일식,일식/수산물,음식점-일식,서울특별시 동작구 장승배기로20가길 2,7호선 장승배기,324.31444493132875,https://place.map.kakao.com/16930826,장승배기,장승배기역 고향일식
1127,부자촌,한식,한식/백반/한정식,서울특별시 영등포구 대림로34바길 11,7호선 대림(구로구청),652.5407457620424,https://place.map.kakao.com/16933626,대림,대림역 부자촌
1128,호타루,일식/수산물,음식점-일식,서울특별시 노원구 동일로203가길 29,7호선 중계,207.35862533426632,https://place.map.kakao.com/21655557,중계,중계역 호타루
1129,몽베이커리,제과제빵떡케익,제과점,서울특별시 동작구 성대로 46,7호선 신대방삼거리,604.4909505734665,https://place.map.kakao.com/21333450,신대방삼거리,신대방삼거리역 몽베이커리
1130,탁군,분식,라면김밥분식,서울특별시 영등포구 신길로15길 24,7호선 신풍,456.68963138581,https://place.map.kakao.com/20457475,신풍,신풍역 탁군
1131,푸드스토리,한식,한식/백반/한정식,서울특별시 광진구 능동로 68,7호선 건대입구,256.4099441089407,https://place.map.kakao.com/1432239963,건대입구,건대입구역 푸드스토리
1132,상도떡집,제과제빵떡케익,떡전문,서울특별시 동작구 만양로 19,7호선 상도,359.51920271761213,https://place.map.kakao.com/21423220,상도,상도역 상도떡집
1133,안동한우정육점식당,한식,갈비/삼겹살,서울특별시 영등포구 가마산로 427,7호선 신풍,662.2120616881689,https://place.map.kakao.com/20561990,신풍,신풍역 안동한우정육점식당
1134,와우곱창,한식,곱창/양구이전문,서울특별시 노원구 공릉로 107,7호선 태릉입구,298.0355100937158,https://place.map.kakao.com/16736657,태릉입구,태릉입구역 와우곱창
1135,죽이야기,별식/퓨전요리,죽전문점,서울특별시 광진구 능동로 120,7호선 어린이대공원(세종대),546.2353644617857,https://place.map.kakao.com/12559231,어린이대공원,어린이대공원역 죽이야기
1136,페리카나신풍시장점,닭/오리요리,후라이드/양념치킨,서울특별시 영등포구 가마산로61길 3-1,7호선 신풍,589.8908480198477,https://place.map.kakao.com/16764391,신풍,신풍역 페리카나신풍시장점
1137,국수나무,분식,국수/만두/칼국수,서울특별시 금천구 디지털로9길 46,7호선 남구로,402.4465774611551,https://place.map.kakao.com/27356567,남구로,남구로역 국수나무
1138,둘리,양식,정통양식/경양식,서울특별시 광진구 동일로38길 3,7호선 어린이대공원(세종대),559.7307781961997,https://place.map.kakao.com/8955277,어린이대공원,어린이대공원역 둘리
1139,다함압구정김밥,분식,라면김밥분식,서울특별시 영등포구 여의대방로 197,7호선 보라매,346.92256239967344,https://place.map.kakao.com/22482813,보라매,보라매역 다함압구정김밥
1140,맛고을,분식,라면김밥분식,서울특별시 강남구 강남대로146길 28,7호선 학동,295.6055502750786,https://place.map.kakao.com/8353575,학동,학동역 맛고을
1141,팡팡,유흥주점,룸살롱/단란주점,서울특별시 동작구 상도로 170,7호선 장승배기,70.91025109778514,https://place.map.kakao.com/27543948,장승배기,장승배기역 팡팡
1142,장수식당,한식,한식/백반/한정식,서울특별시 동작구 상도로19길 47-4,7호선 장승배기,230.64997613452545,https://place.map.kakao.com/21423804,장승배기,장승배기역 장수식당
1143,로바타진,일식/수산물,음식점-일식,서울특별시 강남구 도산대로89길 12,7호선 청담,434.35909228299033,https://place.map.kakao.com/24615494,청담,청담역 로바타진
1144,딱한잔호프,유흥주점,호프/맥주,서울특별시 영등포구 가마산로46길 22-1,7호선 대림(구로구청),770.2983043537345,https://place.map.kakao.com/20560434,대림,대림역 딱한잔호프
1145,오븐마루,한식,한식/백반/한정식,서울특별시 영등포구 대림로 148,7호선 대림(구로구청),456.96029647995096,https://place.map.kakao.com/1753172757,대림,대림역 오븐마루
1146,쭈꾸미나라,한식,한식/백반/한정식,서울특별시 광진구 용마산로7길 30,7호선 중곡,462.41690900475237,https://place.map.kakao.com/10330814,중곡,중곡역 쭈꾸미나라
1147,족발천하,한식,족발/보쌈전문,서울특별시 동작구 양녕로 193,7호선 상도,535.5041867552596,https://place.map.kakao.com/22461233,상도,상도역 족발천하
1148,김밥마당,분식,라면김밥분식,서울특별시 동작구 사당로13길 8,7호선 남성,122.890873653424,https://place.map.kakao.com/16301141,남성,남성역 김밥마당
1149,치킨사냥,닭/오리요리,후라이드/양념치킨,서울특별시 구로구 오리로 1173,7호선 천왕,238.92057311344692,https://place.map.kakao.com/27387807,천왕,천왕역 치킨사냥
1150,제일커피,커피점/카페,커피전문점/카페/다방,서울특별시 동작구 사당로14길 19,7호선 남성,82.55343149481482,https://place.map.kakao.com/746969844,남성,남성역 제일커피
1151,예스닭강정,닭/오리요리,후라이드/양념치킨,서울특별시 노원구 동일로180길 29,7호선 태릉입구,243.95655932922,https://place.map.kakao.com/19984155,태릉입구,태릉입구역 예스닭강정
1152,디초콜릿커피,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 강남대로 556,7호선 학동,28.89401499995465,https://place.map.kakao.com/1691675030,학동,학동역 디초콜릿커피
1153,페리카나구로2동점,닭/오리요리,후라이드/양념치킨,서울특별시 구로구 구로동로23길 7,7호선 남구로,479.3203963667456,https://place.map.kakao.com/8118991,남구로,남구로역 페리카나구로2동점
1154,연길양꼬치성,유흥주점,꼬치구이전문점,서울특별시 구로구 구로동로 31,7호선 남구로,182.77155807132428,https://place.map.kakao.com/22675510,남구로,남구로역 연길양꼬치성
1155,한솥도시락노원역점,패스트푸드,도시락전문점,서울특별시 노원구 동일로218길 17,7호선 노원,112.37673539987814,https://place.map.kakao.com/15340857,노원,노원역 한솥도시락노원역점
1156,미스터브리즈커피,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 도림로 201,7호선 대림(구로구청),744.6560020363812,https://place.map.kakao.com/24637865,대림,대림역 미스터브리즈커피
1157,고향역,중식,중국음식/중국집,서울특별시 영등포구 대림로29나길 2,7호선 대림(구로구청),163.03097108894656,https://place.map.kakao.com/18662120,대림,대림역 고향역
1158,꾸꾸루꾸,닭/오리요리,후라이드/양념치킨,서울특별시 노원구 동일로208길 20,7호선 중계,196.38267265989282,https://place.map.kakao.com/16875454,중계,중계역 꾸꾸루꾸
1159,레스티오동물생명과학관점,분식,라면김밥분식,서울특별시 광진구 능동로 120,7호선 어린이대공원(세종대),546.2353644617857,https://place.map.kakao.com/21547611,어린이대공원,어린이대공원역 레스티오동물생명과학관점
1160,김밥마을,분식,라면김밥분식,서울특별시 영등포구 대림로22길 33,7호선 신풍,682.4104245764223,https://place.map.kakao.com/16072243,신풍,신풍역 김밥마을
1161,금호숯불갈비,한식,한식/백반/한정식,서울특별시 영등포구 디지털로 461-2,7호선 신풍,306.7018531390164,https://place.map.kakao.com/16082604,신풍,신풍역 금호숯불갈비
1162,박가네명품치킨호프,유흥주점,호프/맥주,서울특별시 광진구 뚝섬로33길 20,7호선 건대입구,318.1748184733104,https://place.map.kakao.com/20033052,건대입구,건대입구역 박가네명품치킨호프
1163,대가풍천민물장어,일식/수산물,민물장어전문,서울특별시 중랑구 면목로 362,7호선 면목,358.9469190340272,https://place.map.kakao.com/24664150,면목,면목역 대가풍천민물장어
1164,더존식당,한식,한식/백반/한정식,서울특별시 영등포구 도림로41길 8,7호선 대림(구로구청),218.80643781143158,https://place.map.kakao.com/16095636,대림,대림역 더존식당
1165,돼지네식당,한식,한식/백반/한정식,서울특별시 중랑구 동일로126길 8,7호선 중화,243.52014958678657,https://place.map.kakao.com/16502754,중화,중화역 돼지네식당
1166,땡불초닭발,닭/오리요리,닭내장/닭발요리,서울특별시 노원구 공릉로42길 4,7호선 태릉입구,633.4962735210137,https://place.map.kakao.com/24902377,태릉입구,태릉입구역 땡불초닭발
1167,시골막걸리,유흥주점,민속주점,서울특별시 노원구 동일로 1530,7호선 마들,203.6044608297527,https://place.map.kakao.com/19032274,마들,마들역 시골막걸리
1168,참나무집,한식,한식/백반/한정식,서울특별시 강남구 도산대로92길 6,7호선 청담,385.3930550545594,https://place.map.kakao.com/16064032,청담,청담역 참나무집
1169,블라블라,닭/오리요리,후라이드/양념치킨,서울특별시 서초구 신반포로 257,7호선 반포,27.827171030874172,https://place.map.kakao.com/26422211,반포,반포역 블라블라
1170,공차어린이대공원역점,커피점/카페,커피전문점/카페/다방,서울특별시 광진구 군자로 114,7호선 어린이대공원(세종대),413.3506960345628,https://place.map.kakao.com/778181828,어린이대공원,어린이대공원역 공차어린이대공원역점
1171,자매식당,한식,한식/백반/한정식,서울특별시 영등포구 시흥대로185길 15,7호선 신풍,636.8745355547533,https://place.map.kakao.com/23030726,신풍,신풍역 자매식당
1172,부뚜막,분식,라면김밥분식,서울특별시 구로구 도림로 59,7호선 남구로,314.13548547435533,https://place.map.kakao.com/20523767,남구로,남구로역 부뚜막
1173,애슐리건대점,양식,패밀리레스토랑,서울특별시 광진구 능동로 110,7호선 건대입구,256.7895703281583,https://place.map.kakao.com/18051950,건대입구,건대입구역 애슐리건대점
1174,닭갈비춘천집,닭/오리요리,닭갈비전문,서울특별시 광진구 동일로22길 107,7호선 건대입구,102.2669546620622,https://place.map.kakao.com/13580010,건대입구,건대입구역 닭갈비춘천집
1175,첼로,커피점/카페,커피전문점/카페/다방,서울특별시 광진구 광나루로 373,7호선 어린이대공원(세종대),274.8640617236264,https://place.map.kakao.com/26561658,어린이대공원,어린이대공원역 첼로
